amount,hour_of_day,is_weekend,payment_method,is_international,merchant_risk_tier,merchant_age_days,is_fraud
821.08,5,1,NETBANKING,0,MEDIUM,416,0
363.99,16,1,UPI,0,LOW,433,0
193.27,1,1,UPI,0,LOW,446,0
181.35,21,0,WALLET,0,LOW,334,0
137.02,9,0,UPI,0,LOW,54,0
7259.83,12,0,WALLET,0,LOW,847,0
739.52,8,0,NETBANKING,0,MEDIUM,15,0
183885.76,17,1,UPI,0,HIGH,24,1
344.19,14,1,WALLET,0,LOW,144,0
494.21,3,0,WALLET,0,MEDIUM,196,0
13214.0,1,0,WALLET,0,LOW,914,0
8967.12,1,1,WALLET,0,LOW,186,0
17935.48,23,1,NETBANKING,0,MEDIUM,792,0
512.44,12,0,UPI,0,MEDIUM,722,0
12508.64,4,0,NETBANKING,0,LOW,11,0
27.57,16,0,UPI,0,LOW,788,0
13998.92,2,0,CARD,0,LOW,1000,0
19.01,20,0,UPI,0,HIGH,383,0
754.76,6,1,UPI,0,LOW,171,0
69.01,12,0,CARD,0,HIGH,179,0
1835.44,4,1,NETBANKING,0,LOW,828,0
460.2,5,1,NETBANKING,0,LOW,320,0
14760.45,4,0,UPI,0,LOW,124,0
260.77,18,1,CARD,0,LOW,124,0
606.4,3,0,NETBANKING,0,MEDIUM,412,0
10666.2,15,1,UPI,0,LOW,68,0
293.85,4,0,CARD,0,LOW,991,0
305.06,4,1,UPI,0,MEDIUM,398,0
7263.03,8,0,UPI,0,LOW,290,0
695.97,3,1,WALLET,0,LOW,851,0
17237.23,18,0,NETBANKING,0,HIGH,798,0
964.63,15,0,WALLET,1,LOW,466,0
707.77,9,0,WALLET,0,HIGH,280,0
21.65,18,1,UPI,0,HIGH,706,0
5231.11,0,0,NETBANKING,0,MEDIUM,435,0
12409.1,6,0,CARD,0,LOW,265,0
770.58,6,1,CARD,0,LOW,715,0
429.73,18,0,WALLET,0,LOW,687,0
89.07,23,0,NETBANKING,0,MEDIUM,658,0
18425.61,11,1,NETBANKING,0,LOW,975,0
19559.18,19,0,CARD,0,LOW,682,0
739.29,17,1,NETBANKING,0,MEDIUM,572,0
839.25,12,1,WALLET,0,MEDIUM,130,0
6954.57,9,1,WALLET,0,LOW,883,0
215.26,5,0,UPI,0,MEDIUM,985,0
3124.55,18,1,WALLET,1,MEDIUM,909,0
5561.17,10,1,NETBANKING,0,LOW,288,0
793.37,2,0,UPI,0,MEDIUM,164,0
6609.34,9,1,UPI,0,LOW,442,0
100.31,2,0,WALLET,1,MEDIUM,832,0
221.07,10,0,CARD,0,MEDIUM,564,0
792.66,15,1,WALLET,0,MEDIUM,371,0
20.27,20,1,CARD,0,LOW,442,0
14298.95,18,0,UPI,0,LOW,420,0
108.63,3,1,CARD,0,MEDIUM,429,0
70.77,15,0,WALLET,0,HIGH,103,0
426.78,4,0,CARD,0,MEDIUM,766,0
250.04,22,1,WALLET,0,MEDIUM,246,0
118.2,19,0,NETBANKING,1,MEDIUM,14,1
7876.84,12,0,WALLET,0,LOW,185,0
743.63,14,0,UPI,0,MEDIUM,818,0
885.33,1,1,NETBANKING,0,MEDIUM,969,0
618.01,0,1,UPI,0,LOW,632,0
103.09,1,1,UPI,1,LOW,420,0
468.95,7,1,WALLET,0,MEDIUM,996,0
548.29,10,0,NETBANKING,0,LOW,703,0
121018.03,20,1,UPI,0,MEDIUM,312,0
40.13,2,1,CARD,0,HIGH,146,0
11189.32,16,1,CARD,0,LOW,837,0
13073.16,14,1,UPI,0,LOW,853,0
664.71,20,1,NETBANKING,0,MEDIUM,717,0
412.58,1,0,UPI,0,MEDIUM,518,0
128.36,2,1,UPI,0,MEDIUM,312,0
106192.09,16,1,UPI,1,LOW,798,1
41996.35,22,0,NETBANKING,0,MEDIUM,921,0
696.8,10,0,NETBANKING,0,MEDIUM,743,0
5587.84,13,0,WALLET,0,LOW,2,0
410.34,1,1,NETBANKING,0,HIGH,306,0
898.22,2,1,UPI,0,LOW,426,0
100.04,11,1,UPI,0,LOW,184,0
5743.58,8,0,UPI,0,LOW,576,0
743.85,19,0,NETBANKING,0,LOW,52,0
251.25,16,0,UPI,0,MEDIUM,982,0
15024.15,17,1,NETBANKING,0,MEDIUM,512,0
9447.71,7,0,NETBANKING,0,LOW,277,0
84.16,15,0,UPI,1,LOW,616,0
347.15,9,1,NETBANKING,0,LOW,975,0
14275.53,23,1,CARD,0,LOW,730,0
25.15,13,0,NETBANKING,0,LOW,851,0
13924.0,21,0,CARD,0,MEDIUM,52,0
10648.53,18,0,NETBANKING,0,LOW,368,0
287.01,15,1,CARD,0,LOW,525,0
224.97,7,0,CARD,0,LOW,135,0
1487.66,0,0,WALLET,0,LOW,616,0
154.73,18,1,UPI,0,LOW,970,0
580.7,6,1,CARD,0,HIGH,342,0
251.79,7,1,UPI,0,LOW,313,0
329.43,7,1,UPI,0,MEDIUM,690,0
577.74,3,1,CARD,0,LOW,556,0
32.28,9,0,WALLET,0,MEDIUM,448,0
191.39,22,1,CARD,0,LOW,228,0
9305.41,3,0,NETBANKING,0,MEDIUM,315,0
997.39,1,0,UPI,0,MEDIUM,524,0
750.6,21,1,WALLET,1,LOW,635,0
343.51,16,0,CARD,0,LOW,501,0
736.99,13,1,UPI,0,LOW,346,0
8612.1,8,0,UPI,1,HIGH,202,1
18497.85,7,0,WALLET,1,HIGH,286,1
81.43,3,0,NETBANKING,0,LOW,567,0
194.93,15,0,WALLET,0,MEDIUM,491,0
810.18,5,1,NETBANKING,1,MEDIUM,306,0
17146.38,19,0,UPI,1,LOW,225,0
104.9,15,0,WALLET,0,LOW,297,0
629.38,10,0,NETBANKING,0,LOW,856,0
4973.66,2,1,UPI,0,LOW,460,0
996.67,17,1,UPI,0,LOW,964,0
126.49,2,0,WALLET,0,LOW,664,0
775.24,14,0,WALLET,0,LOW,112,0
639.34,14,1,NETBANKING,0,LOW,585,0
76.55,19,1,WALLET,0,LOW,604,0
118.42,15,1,NETBANKING,0,LOW,580,0
9762.77,16,0,NETBANKING,0,MEDIUM,197,0
560.41,22,1,NETBANKING,0,LOW,222,0
13217.04,0,1,UPI,0,LOW,194,0
193.68,12,1,WALLET,0,LOW,391,0
389.14,2,1,WALLET,0,LOW,153,0
179171.63,6,1,CARD,0,LOW,374,1
439.11,15,1,NETBANKING,0,LOW,963,0
796.66,0,0,UPI,0,MEDIUM,493,0
58.87,19,0,WALLET,0,LOW,883,0
7476.03,13,0,UPI,0,MEDIUM,649,0
6003.01,4,0,UPI,0,LOW,530,0
616.82,21,0,UPI,0,LOW,697,0
224.78,6,1,WALLET,0,LOW,975,0
81.67,0,1,NETBANKING,0,MEDIUM,644,0
835.68,2,1,CARD,0,MEDIUM,682,0
3569.58,6,0,WALLET,0,MEDIUM,503,0
569.89,15,0,NETBANKING,0,LOW,328,0
211.12,21,1,UPI,0,LOW,761,0
12199.53,0,0,UPI,0,MEDIUM,110,0
194.04,8,1,WALLET,0,LOW,356,0
10055.45,19,1,NETBANKING,0,LOW,222,0
867.14,11,0,WALLET,0,LOW,762,0
3474.52,23,0,CARD,1,LOW,967,0
19731.09,16,1,NETBANKING,0,MEDIUM,311,0
512.8,4,0,CARD,0,LOW,606,0
323.63,14,1,CARD,0,HIGH,149,0
976.59,10,1,CARD,1,MEDIUM,729,0
746.76,10,1,NETBANKING,0,MEDIUM,565,0
708.71,1,1,UPI,0,LOW,207,0
86.44,22,1,WALLET,0,MEDIUM,848,0
14150.69,0,1,NETBANKING,0,LOW,782,0
278.74,13,0,WALLET,0,HIGH,360,0
247.13,5,0,UPI,0,LOW,932,0
994.61,18,0,CARD,0,LOW,499,0
606.78,3,0,NETBANKING,0,LOW,807,0
141956.18,12,1,WALLET,0,HIGH,90,1
8106.66,3,1,CARD,0,MEDIUM,791,0
68.73,15,0,UPI,0,LOW,936,0
713.81,21,1,UPI,1,LOW,223,0
441.88,3,1,WALLET,0,LOW,925,0
14519.16,9,0,NETBANKING,1,LOW,183,0
952.52,1,1,WALLET,0,HIGH,601,0
791.65,3,0,CARD,0,HIGH,724,0
993.24,2,1,NETBANKING,0,LOW,830,0
10486.73,20,1,NETBANKING,0,LOW,741,0
799.06,1,0,NETBANKING,0,LOW,668,0
570.56,7,0,CARD,0,LOW,206,0
351.35,20,0,UPI,0,LOW,426,0
317.5,4,0,UPI,0,LOW,965,0
374.03,21,0,WALLET,0,MEDIUM,817,0
539.84,0,0,NETBANKING,0,MEDIUM,582,0
428.75,0,0,CARD,0,LOW,949,0
586.97,20,1,UPI,0,LOW,264,0
761.78,12,1,UPI,0,LOW,975,0
830.34,12,0,UPI,1,MEDIUM,940,0
825.42,17,1,WALLET,0,LOW,85,0
188.79,1,1,NETBANKING,0,MEDIUM,300,0
468.71,3,0,CARD,0,LOW,722,0
1531.19,14,0,NETBANKING,0,LOW,59,0
272.94,11,0,UPI,0,LOW,2,0
76131.29,6,0,UPI,0,LOW,63,0
446.57,13,1,CARD,0,MEDIUM,194,0
939.78,4,0,UPI,0,HIGH,587,0
864.91,22,0,WALLET,0,LOW,225,0
792.08,7,1,UPI,0,LOW,760,0
883.05,8,1,CARD,0,LOW,905,0
282.21,19,1,UPI,0,LOW,944,0
15365.04,3,0,NETBANKING,0,HIGH,422,0
14458.62,11,0,CARD,0,LOW,813,0
724.13,16,1,UPI,0,LOW,558,0
10459.32,15,0,CARD,0,MEDIUM,423,0
190.19,11,1,UPI,0,MEDIUM,880,0
274.6,22,1,CARD,0,MEDIUM,889,0
3802.76,8,0,CARD,0,LOW,204,0
279.45,19,0,CARD,1,MEDIUM,95,0
41351.67,9,1,WALLET,0,LOW,826,0
9825.24,21,1,NETBANKING,1,LOW,445,0
727.48,15,0,NETBANKING,1,LOW,288,0
534.32,4,1,NETBANKING,0,LOW,864,0
384.24,4,0,CARD,0,HIGH,470,0
5423.68,16,0,UPI,1,LOW,122,0
10313.33,17,0,CARD,0,LOW,618,0
330.04,4,0,CARD,0,LOW,160,0
127846.02,21,0,WALLET,0,MEDIUM,310,0
227.37,1,0,UPI,0,LOW,546,0
8425.7,19,1,WALLET,0,LOW,440,0
730.69,10,1,UPI,0,LOW,601,0
104395.55,14,0,UPI,0,LOW,1000,0
979.59,22,1,UPI,0,LOW,92,0
5372.72,2,0,NETBANKING,0,HIGH,29,1
219.83,4,0,WALLET,0,HIGH,326,0
62.26,8,1,CARD,0,HIGH,29,0
123.71,7,0,CARD,1,LOW,890,0
671.92,6,1,CARD,0,MEDIUM,523,0
551.34,12,0,UPI,1,LOW,997,0
766.74,5,0,UPI,0,LOW,102,0
4242.14,17,1,WALLET,0,LOW,60,0
341.28,21,1,CARD,0,LOW,681,0
136.55,1,1,CARD,0,LOW,555,0
2397.49,12,1,NETBANKING,0,HIGH,810,0
20384.0,3,0,WALLET,0,MEDIUM,110,0
10051.35,13,1,CARD,0,LOW,610,0
13861.83,16,0,CARD,1,LOW,244,0
612.21,2,0,UPI,0,LOW,628,0
15025.31,4,0,WALLET,0,LOW,784,0
895.4,22,0,UPI,0,LOW,490,0
953.17,15,0,CARD,1,LOW,273,0
298.11,19,0,NETBANKING,0,LOW,174,0
175133.83,21,1,NETBANKING,0,LOW,233,0
105.09,1,0,CARD,0,LOW,513,0
18524.9,3,0,UPI,0,HIGH,667,0
13902.9,22,1,UPI,0,LOW,605,0
286.55,23,0,UPI,1,LOW,931,0
15877.84,7,0,NETBANKING,0,LOW,915,0
7881.64,4,1,NETBANKING,0,LOW,549,0
201.0,22,0,NETBANKING,0,LOW,730,0
728.57,23,1,WALLET,0,LOW,959,0
132577.89,20,1,CARD,0,HIGH,732,1
762.92,6,1,CARD,0,LOW,901,0
604.09,8,0,UPI,0,LOW,446,0
14984.82,4,1,UPI,0,MEDIUM,601,0
13638.26,7,0,NETBANKING,1,MEDIUM,472,0
16237.39,13,1,CARD,0,MEDIUM,479,0
12550.12,4,1,UPI,0,LOW,367,0
88.05,8,0,UPI,0,MEDIUM,346,0
13.41,5,0,WALLET,0,HIGH,26,1
6964.19,9,0,WALLET,0,MEDIUM,907,0
625.85,18,1,WALLET,0,LOW,216,0
290.2,11,0,CARD,0,LOW,952,0
809.88,23,1,WALLET,0,MEDIUM,638,0
19516.26,16,1,WALLET,0,HIGH,521,0
973.87,10,1,UPI,0,LOW,641,0
733.08,7,0,NETBANKING,0,LOW,107,0
805.25,13,0,CARD,0,MEDIUM,372,0
508.3,16,0,UPI,1,LOW,829,0
270.1,5,1,CARD,0,MEDIUM,235,0
14104.28,20,0,CARD,0,LOW,42,0
659.71,13,1,WALLET,0,LOW,253,0
994.03,17,0,UPI,0,HIGH,728,0
796.33,20,0,CARD,0,LOW,47,0
592.64,22,0,WALLET,0,LOW,82,0
289.22,9,1,UPI,0,LOW,915,0
990.23,13,0,NETBANKING,0,LOW,101,0
472.91,2,0,CARD,0,LOW,67,0
2378.79,19,0,WALLET,0,MEDIUM,116,0
913.52,16,0,CARD,0,MEDIUM,882,0
368.05,7,0,UPI,0,MEDIUM,702,0
10214.48,7,1,NETBANKING,0,LOW,725,0
673.45,23,0,WALLET,0,LOW,976,0
508.83,2,0,NETBANKING,0,LOW,811,0
185.89,3,1,UPI,0,LOW,33,0
527.83,12,0,WALLET,0,MEDIUM,27,0
951.07,23,1,NETBANKING,0,MEDIUM,392,0
301.4,12,0,CARD,0,LOW,241,0
12899.69,21,0,WALLET,0,LOW,395,0
155.17,8,0,CARD,0,MEDIUM,687,0
886.1,18,1,CARD,0,LOW,456,0
1540.76,13,0,WALLET,0,MEDIUM,810,0
790.21,10,1,NETBANKING,0,LOW,121,0
695.47,12,0,UPI,1,LOW,641,0
307.72,20,1,WALLET,0,MEDIUM,269,0
1303.71,12,0,UPI,0,LOW,46,0
449.17,21,0,CARD,0,LOW,422,0
314.67,0,0,UPI,0,LOW,869,0
529.25,8,1,UPI,0,LOW,568,0
240.67,8,0,NETBANKING,1,LOW,38,0
98124.65,7,0,UPI,0,LOW,984,0
786.21,20,1,CARD,0,MEDIUM,883,0
199.63,22,1,NETBANKING,0,LOW,319,0
11710.39,12,1,UPI,0,LOW,506,0
941.2,3,1,UPI,1,MEDIUM,572,0
924.82,8,0,UPI,0,MEDIUM,991,0
14129.37,4,0,NETBANKING,0,LOW,131,0
295.13,6,1,NETBANKING,0,LOW,602,0
49.97,19,1,UPI,0,LOW,605,0
644.04,16,1,NETBANKING,0,LOW,489,0
19422.13,3,0,CARD,0,LOW,816,0
697.45,0,0,WALLET,0,LOW,632,0
2689.98,9,1,UPI,0,LOW,950,0
68726.24,4,1,WALLET,0,LOW,422,0
871.68,16,1,CARD,0,LOW,356,0
516.77,3,1,WALLET,0,LOW,286,0
17415.89,9,1,NETBANKING,0,LOW,442,0
388.55,5,1,CARD,0,LOW,924,0
804.72,16,0,UPI,0,MEDIUM,494,0
457.22,21,1,UPI,0,LOW,950,0
650.15,15,0,UPI,0,LOW,914,0
323.0,22,0,CARD,0,LOW,348,0
318.49,10,1,CARD,0,LOW,932,0
11179.02,9,0,WALLET,0,HIGH,110,0
4499.2,12,1,CARD,0,LOW,643,0
943.44,12,0,WALLET,0,LOW,5,0
12261.87,21,1,CARD,0,LOW,930,0
564.71,7,0,WALLET,0,LOW,699,0
312.21,9,0,CARD,0,LOW,33,0
154.67,16,1,WALLET,0,MEDIUM,703,0
577.77,18,0,NETBANKING,0,LOW,408,0
7915.11,21,1,NETBANKING,0,LOW,14,0
10352.32,21,1,UPI,1,LOW,214,0
136.1,15,1,NETBANKING,0,MEDIUM,534,0
14997.26,19,1,NETBANKING,0,LOW,685,0
486.9,21,1,UPI,0,MEDIUM,970,0
12447.28,6,0,UPI,0,LOW,167,0
125.39,22,0,NETBANKING,0,MEDIUM,986,0
1070.99,19,1,NETBANKING,0,LOW,848,0
241.53,23,1,CARD,0,LOW,500,0
56.54,1,0,CARD,0,LOW,281,0
946.8,18,1,NETBANKING,1,LOW,298,0
970.69,23,1,UPI,0,LOW,987,0
156.36,16,0,NETBANKING,0,LOW,212,0
376.77,13,1,UPI,0,LOW,268,0
674.48,8,1,NETBANKING,0,HIGH,595,0
738.37,12,1,NETBANKING,1,LOW,989,0
763.53,18,1,NETBANKING,0,HIGH,63,0
231.39,2,1,UPI,0,LOW,645,0
14014.32,17,0,UPI,0,LOW,987,0
510.46,20,1,CARD,0,MEDIUM,248,0
7412.34,15,1,WALLET,0,MEDIUM,48,0
199.33,15,0,UPI,0,LOW,671,0
13733.69,14,0,CARD,0,MEDIUM,111,0
434.1,12,1,WALLET,0,LOW,792,0
243.67,2,0,NETBANKING,0,LOW,465,0
10914.27,14,0,UPI,0,MEDIUM,965,0
884.59,10,1,CARD,0,LOW,997,0
423.35,6,0,CARD,0,LOW,270,0
9591.35,5,0,CARD,0,MEDIUM,902,0
505.58,5,0,NETBANKING,0,LOW,204,0
214.18,14,0,CARD,0,LOW,271,0
1865.94,4,0,NETBANKING,0,LOW,661,0
2479.24,18,1,CARD,0,LOW,162,0
19676.17,19,0,CARD,0,LOW,308,0
824.61,13,1,CARD,0,MEDIUM,187,0
273.61,3,1,UPI,1,HIGH,392,1
828.62,12,0,CARD,0,LOW,989,0
19648.77,17,1,WALLET,0,MEDIUM,347,0
591.93,11,1,UPI,0,MEDIUM,651,0
964.15,7,0,NETBANKING,0,LOW,360,0
15971.25,5,1,UPI,1,LOW,110,1
148.7,5,1,NETBANKING,0,LOW,762,0
823.43,7,0,NETBANKING,1,MEDIUM,755,0
825.08,0,0,NETBANKING,0,LOW,349,0
934.38,18,0,CARD,1,LOW,204,0
16873.18,23,0,UPI,0,LOW,757,0
655.18,8,1,WALLET,0,LOW,157,0
646.41,20,1,WALLET,0,LOW,473,0
15215.63,9,0,CARD,0,MEDIUM,517,0
43071.01,18,1,NETBANKING,0,LOW,813,0
207.42,10,0,WALLET,0,LOW,966,0
19942.03,15,1,WALLET,0,LOW,166,0
176.55,11,0,CARD,0,LOW,939,0
945.22,8,1,WALLET,0,LOW,701,0
7765.89,14,0,UPI,0,LOW,21,0
500.51,1,0,CARD,0,MEDIUM,75,0
729.61,9,0,CARD,0,LOW,383,0
41.14,23,0,CARD,0,LOW,293,0
277.15,20,0,UPI,0,LOW,84,0
11972.16,0,0,CARD,0,LOW,909,0
86.19,4,0,NETBANKING,0,LOW,797,0
689.43,6,0,UPI,0,LOW,707,0
527.11,9,0,WALLET,0,MEDIUM,402,0
8800.23,21,1,WALLET,0,LOW,369,0
6218.88,22,1,NETBANKING,0,MEDIUM,611,0
2670.96,6,0,CARD,0,HIGH,380,0
897.46,0,0,CARD,0,MEDIUM,85,0
669.82,9,0,CARD,1,HIGH,731,1
183.7,9,1,WALLET,0,LOW,513,0
1699.56,14,0,UPI,1,MEDIUM,835,0
17965.95,6,1,UPI,0,LOW,788,0
2110.46,7,1,UPI,0,MEDIUM,625,0
54.72,0,1,CARD,0,LOW,151,0
911.93,13,0,WALLET,0,MEDIUM,232,0
845.31,13,0,NETBANKING,0,LOW,215,0
691.3,15,1,UPI,1,LOW,995,0
123.3,2,1,UPI,0,LOW,212,0
83.18,2,0,UPI,0,LOW,606,0
667.11,3,0,CARD,0,HIGH,174,0
169.62,4,0,WALLET,0,LOW,875,0
439.68,11,0,WALLET,1,MEDIUM,291,0
530.02,8,1,UPI,0,MEDIUM,811,0
3176.1,8,1,WALLET,0,HIGH,334,0
18668.97,13,1,UPI,0,LOW,50,0
779.75,23,1,WALLET,0,LOW,923,0
290.55,13,0,NETBANKING,1,LOW,731,0
496.16,10,0,CARD,0,LOW,700,0
10088.08,17,0,NETBANKING,0,MEDIUM,179,0
461.97,12,1,UPI,1,LOW,509,0
407.02,6,1,NETBANKING,0,HIGH,967,0
231.95,14,0,NETBANKING,0,LOW,445,0
480.08,4,1,WALLET,0,HIGH,395,0
574.5,23,1,CARD,0,MEDIUM,370,0
60196.35,5,0,NETBANKING,0,LOW,123,0
227.2,19,1,CARD,0,MEDIUM,391,0
482.55,17,1,CARD,1,LOW,286,0
3832.79,17,0,NETBANKING,0,LOW,640,0
242.33,23,1,UPI,1,HIGH,298,0
370.16,9,1,UPI,0,MEDIUM,467,0
498.01,6,0,CARD,0,LOW,128,0
6716.87,7,1,CARD,0,LOW,450,0
470.52,16,1,UPI,1,LOW,464,0
973.15,4,1,WALLET,0,LOW,152,0
104.14,18,0,UPI,0,LOW,897,0
249.8,21,0,CARD,0,MEDIUM,303,0
385.99,4,0,NETBANKING,0,LOW,119,0
655.33,20,1,CARD,1,MEDIUM,339,0
270.32,18,0,WALLET,0,LOW,512,0
241.63,16,0,CARD,0,MEDIUM,117,0
130.06,3,0,CARD,0,HIGH,390,0
650.12,13,1,UPI,0,LOW,713,0
16115.58,18,0,UPI,0,MEDIUM,520,0
506.49,3,0,NETBANKING,0,MEDIUM,144,0
12748.99,23,1,CARD,0,MEDIUM,168,0
950.86,8,0,WALLET,0,MEDIUM,585,0
310.75,14,0,CARD,0,LOW,503,0
8820.25,12,0,UPI,1,LOW,249,0
165.17,16,0,NETBANKING,1,HIGH,165,1
499.36,10,0,WALLET,0,MEDIUM,349,0
976.75,20,0,UPI,0,MEDIUM,712,0
948.57,22,0,WALLET,0,LOW,387,0
743.97,4,0,CARD,0,LOW,468,0
1746.9,5,1,NETBANKING,0,HIGH,730,0
154.56,5,1,CARD,1,MEDIUM,495,0
4758.57,3,0,CARD,0,MEDIUM,74,0
737.54,11,1,NETBANKING,0,LOW,549,0
992.23,6,1,WALLET,0,LOW,575,0
860.19,14,1,UPI,1,LOW,348,0
137.57,6,0,NETBANKING,0,MEDIUM,168,0
596.68,5,0,WALLET,0,LOW,268,0
11167.52,8,1,CARD,0,LOW,718,0
835.79,9,0,CARD,0,LOW,281,0
17573.61,12,0,UPI,0,LOW,716,0
346.38,2,1,UPI,0,MEDIUM,694,0
352.02,18,0,WALLET,0,MEDIUM,383,0
111470.04,15,0,UPI,0,LOW,325,0
15963.72,21,1,UPI,0,HIGH,649,0
997.84,15,1,CARD,0,LOW,716,0
432.94,3,1,WALLET,0,MEDIUM,803,0
910.65,15,1,WALLET,0,MEDIUM,332,0
634.08,23,0,NETBANKING,0,LOW,780,0
699.3,12,1,UPI,0,LOW,528,0
758.92,17,0,NETBANKING,0,LOW,347,0
12077.12,18,1,CARD,0,HIGH,241,0
548.24,5,1,UPI,0,LOW,813,0
603.09,4,1,NETBANKING,1,MEDIUM,209,0
186009.22,2,0,WALLET,0,MEDIUM,350,1
829.44,23,0,NETBANKING,0,LOW,636,0
579.34,17,1,CARD,0,LOW,782,0
158.5,15,0,NETBANKING,0,MEDIUM,728,0
731.39,0,1,WALLET,0,MEDIUM,565,0
156.5,13,0,CARD,0,LOW,403,0
695.76,7,1,NETBANKING,0,LOW,513,0
455.29,7,1,UPI,0,LOW,785,0
444.69,6,1,UPI,0,MEDIUM,303,0
260.15,1,0,NETBANKING,0,LOW,818,0
814.77,16,0,NETBANKING,1,MEDIUM,356,0
19947.99,21,1,NETBANKING,0,LOW,298,0
783.1,13,0,NETBANKING,0,MEDIUM,894,0
120.9,6,0,UPI,0,LOW,742,0
20423.23,6,1,UPI,0,MEDIUM,893,0
350.93,18,1,NETBANKING,0,LOW,743,0
16332.25,11,1,WALLET,0,MEDIUM,255,0
22798.14,3,1,NETBANKING,0,LOW,931,0
282.61,16,0,UPI,1,HIGH,959,0
962.5,23,1,NETBANKING,0,LOW,630,0
296.96,9,0,NETBANKING,0,LOW,423,0
2556.45,2,0,CARD,0,LOW,773,0
300.68,6,1,WALLET,0,LOW,677,0
725.23,3,1,WALLET,0,LOW,780,0
32.9,4,0,WALLET,0,LOW,421,0
205.93,8,0,NETBANKING,0,MEDIUM,633,0
7198.78,14,1,CARD,1,LOW,799,0
838.79,17,1,UPI,0,LOW,965,0
336.83,15,0,UPI,0,LOW,755,0
679.72,9,1,UPI,1,LOW,858,0
909.97,21,1,WALLET,0,LOW,988,0
9100.06,13,1,UPI,0,LOW,330,0
783.65,1,1,UPI,1,LOW,86,0
636.4,12,1,UPI,0,LOW,366,0
807.81,10,0,WALLET,0,LOW,600,0
170313.96,17,0,CARD,0,LOW,388,1
10694.16,7,0,UPI,0,LOW,259,0
79.64,3,1,WALLET,1,LOW,587,1
17456.84,16,1,UPI,0,LOW,707,0
852.19,3,0,CARD,0,LOW,577,0
423.61,2,0,UPI,0,LOW,820,0
162139.18,17,0,WALLET,0,LOW,665,0
162.94,8,0,WALLET,0,LOW,785,0
935.69,9,1,CARD,1,LOW,396,0
598.06,2,1,UPI,0,LOW,836,0
16291.06,23,0,WALLET,0,LOW,294,0
774.5,8,0,WALLET,0,LOW,675,0
13818.41,1,0,WALLET,0,MEDIUM,375,0
14666.24,16,1,NETBANKING,0,MEDIUM,978,0
5005.38,10,1,NETBANKING,0,LOW,643,0
12108.61,21,0,NETBANKING,0,LOW,673,0
10981.6,17,1,NETBANKING,0,LOW,881,0
194.15,15,0,WALLET,0,LOW,904,0
818.66,10,1,UPI,1,LOW,228,0
433.0,9,1,CARD,0,LOW,89,0
397.4,15,1,UPI,0,MEDIUM,178,0
555.89,7,0,WALLET,0,LOW,341,0
8215.2,23,1,CARD,1,LOW,142,0
180.43,1,1,NETBANKING,0,LOW,666,0
949.63,7,1,NETBANKING,0,LOW,955,0
713.71,14,0,UPI,0,LOW,227,0
18190.11,11,0,UPI,0,MEDIUM,252,0
50937.17,19,1,NETBANKING,1,MEDIUM,250,1
808.15,22,1,UPI,0,LOW,582,0
513.88,7,0,CARD,0,MEDIUM,551,0
7325.85,4,1,NETBANKING,0,LOW,114,0
5204.31,1,0,WALLET,1,LOW,196,0
255.74,12,1,UPI,0,LOW,304,0
123.31,22,1,WALLET,0,LOW,66,0
519.29,23,1,WALLET,0,LOW,175,0
495.46,23,1,WALLET,0,LOW,227,0
6808.35,18,0,NETBANKING,0,LOW,595,0
10231.01,21,0,NETBANKING,0,MEDIUM,915,0
392.93,12,0,NETBANKING,0,LOW,257,0
691.75,8,0,CARD,0,LOW,707,0
320.93,23,1,UPI,0,LOW,437,0
644.6,15,0,WALLET,0,MEDIUM,267,0
820.49,16,0,NETBANKING,0,LOW,625,0
58.05,3,1,UPI,0,LOW,115,0
398.93,21,1,WALLET,0,LOW,303,0
802.88,20,0,NETBANKING,0,LOW,729,0
284.98,12,0,WALLET,0,HIGH,12,0
911.07,23,1,WALLET,0,LOW,119,0
101.0,14,1,NETBANKING,0,MEDIUM,518,0
456.68,17,1,CARD,0,MEDIUM,188,0
65446.11,15,0,UPI,0,LOW,645,0
143.06,19,0,NETBANKING,0,MEDIUM,264,0
15722.54,20,1,WALLET,0,LOW,543,0
250.29,21,0,NETBANKING,0,LOW,510,0
460.74,1,0,CARD,0,HIGH,605,0
503.13,3,1,UPI,0,HIGH,125,0
11873.2,17,1,CARD,0,MEDIUM,699,0
281.31,19,1,WALLET,0,MEDIUM,604,0
916.48,7,1,UPI,0,MEDIUM,141,0
787.05,10,0,WALLET,0,MEDIUM,280,0
11227.64,13,1,CARD,0,LOW,546,0
140.84,14,1,WALLET,0,LOW,568,0
8365.66,3,0,NETBANKING,0,HIGH,575,0
5617.56,3,0,NETBANKING,0,LOW,587,0
572.56,21,1,CARD,0,LOW,742,0
378.51,12,1,WALLET,0,LOW,694,0
19037.58,23,0,WALLET,1,LOW,314,0
753.79,20,1,WALLET,0,LOW,730,0
10657.89,21,0,WALLET,0,LOW,332,0
285.89,10,0,UPI,0,LOW,946,0
252.43,10,0,NETBANKING,0,LOW,297,0
11610.97,20,1,CARD,0,LOW,892,0
697.14,5,1,NETBANKING,0,LOW,547,0
683.37,20,1,NETBANKING,0,HIGH,465,0
6861.04,6,1,CARD,0,HIGH,826,0
453.33,11,0,NETBANKING,0,LOW,368,0
5544.45,8,0,WALLET,0,LOW,179,0
921.63,1,0,CARD,0,MEDIUM,978,0
